Country,Pollution_Label,Pollution_Index,Pollution_Qualifier
North_Korea,Dissatisfaction with Garbage Disposal,"68.75
High",High
North_Korea,Dirty and Untidy,"53.12
Moderate",Moderate
North_Korea,Noise and Light Pollution,"43.75
Moderate",Moderate
North_Korea,Water Pollution,"71.88
High",High
North_Korea,Dissatisfaction with Spending Time in the City,"71.88
High",High
North_Korea,Dissatisfaction with Green and Parks in the City,"65.62
High",High
North_Macedonia,Air Pollution,"80.09
Very High",Very High
North_Macedonia,Drinking Water Pollution and Inaccessibility,"42.22
Moderate",Moderate
North_Macedonia,Dissatisfaction with Garbage Disposal,"71.48
High",High
North_Macedonia,Dirty and Untidy,"73.73
High",High
North_Macedonia,Noise and Light Pollution,"53.79
Moderate",Moderate
North_Macedonia,Water Pollution,"50.75
Moderate",Moderate
North_Macedonia,Dissatisfaction with Spending Time in the City,"71.22
High",High
North_Macedonia,Dissatisfaction with Green and Parks in the City,"65.96
High",High
Northern_Mariana_Islands,Air Pollution,"11.11
Very Low",Very Low
Northern_Mariana_Islands,Drinking Water Pollution and Inaccessibility,"44.44
Moderate",Moderate
Northern_Mariana_Islands,Dissatisfaction with Garbage Disposal,"58.33
Moderate",Moderate
Northern_Mariana_Islands,Dirty and Untidy,"44.44
Moderate",Moderate
Northern_Mariana_Islands,Noise and Light Pollution,"41.67
Moderate",Moderate
Northern_Mariana_Islands,Water Pollution,"58.33
Moderate",Moderate
Northern_Mariana_Islands,Dissatisfaction with Spending Time in the City,"19.44
Very Low",Very Low
Northern_Mariana_Islands,Dissatisfaction with Green and Parks in the City,"16.67
Very Low",Very Low
Norway,Air Pollution,"15.74
Very Low",Very Low
Norway,Drinking Water Pollution and Inaccessibility,"6.45
Very Low",Very Low
Norway,Dissatisfaction with Garbage Disposal,"16.88
Very Low",Very Low
Norway,Dirty and Untidy,"24.30
Low",Low
Norway,Noise and Light Pollution,"30.59
Low",Low
Norway,Water Pollution,"14.76
Very Low",Very Low
Norway,Dissatisfaction with Spending Time in the City,"10.44
Very Low",Very Low
Norway,Dissatisfaction with Green and Parks in the City,"20.32
Low",Low
Oman,Air Pollution,"31.44
Low",Low
Oman,Drinking Water Pollution and Inaccessibility,"29.44
Low",Low
Oman,Dissatisfaction with Garbage Disposal,"29.55
Low",Low
Oman,Dirty and Untidy,"21.43
Low",Low
Oman,Noise and Light Pollution,"34.07
Low",Low
Oman,Water Pollution,"35.88
Low",Low
Oman,Dissatisfaction with Spending Time in the City,"25.82
Low",Low
Oman,Dissatisfaction with Green and Parks in the City,"29.44
Low",Low
Pakistan,Air Pollution,"64.87
High",High
Pakistan,Drinking Water Pollution and Inaccessibility,"56.68
Moderate",Moderate
Pakistan,Dissatisfaction with Garbage Disposal,"66.52
High",High
Pakistan,Dirty and Untidy,"61.01
High",High
Pakistan,Noise and Light Pollution,"59.51
Moderate",Moderate
Pakistan,Water Pollution,"70.63
High",High
Pakistan,Dissatisfaction with Spending Time in the City,"57.56
Moderate",Moderate
Pakistan,Dissatisfaction with Green and Parks in the City,"52.04
Moderate",Moderate
Palau,Air Pollution,"0.00
Very Low",Very Low
Palau,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Palau,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
Palau,Dirty and Untidy,"41.67
Moderate",Moderate
Palau,Noise and Light Pollution,"0.00
Very Low",Very Low
Palau,Water Pollution,"8.33
Very Low",Very Low
Palau,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
Palau,Dissatisfaction with Green and Parks in the City,"0.00
Very Low",Very Low
Palestine,Air Pollution,"53.79
Moderate",Moderate
Palestine,Drinking Water Pollution and Inaccessibility,"45.79
Moderate",Moderate
Palestine,Dissatisfaction with Garbage Disposal,"62.00
High",High
Palestine,Dirty and Untidy,"65.00
High",High
Palestine,Noise and Light Pollution,"55.21
Moderate",Moderate
Palestine,Water Pollution,"55.21
Moderate",Moderate
Palestine,Dissatisfaction with Spending Time in the City,"54.63
Moderate",Moderate
Palestine,Dissatisfaction with Green and Parks in the City,"72.92
High",High
Panama,Air Pollution,"42.27
Moderate",Moderate
Panama,Drinking Water Pollution and Inaccessibility,"33.61
Low",Low
Panama,Dissatisfaction with Garbage Disposal,"67.42
High",High
Panama,Dirty and Untidy,"63.20
High",High
Panama,Noise and Light Pollution,"59.89
Moderate",Moderate
Panama,Water Pollution,"56.74
Moderate",Moderate
Panama,Dissatisfaction with Spending Time in the City,"45.48
Moderate",Moderate
Panama,Dissatisfaction with Green and Parks in the City,"48.55
Moderate",Moderate
Papua_New_Guinea,Air Pollution,"63.19
High",High
Papua_New_Guinea,Drinking Water Pollution and Inaccessibility,"62.50
High",High
Papua_New_Guinea,Dissatisfaction with Garbage Disposal,"81.94
Very High",Very High
Papua_New_Guinea,Dirty and Untidy,"77.50
High",High
Papua_New_Guinea,Noise and Light Pollution,"57.89
Moderate",Moderate
Papua_New_Guinea,Water Pollution,"76.28
High",High
Papua_New_Guinea,Dissatisfaction with Spending Time in the City,"66.25
High",High
Papua_New_Guinea,Dissatisfaction with Green and Parks in the City,"73.03
High",High
Paraguay,Air Pollution,"55.92
Moderate",Moderate
Paraguay,Drinking Water Pollution and Inaccessibility,"43.18
Moderate",Moderate
Paraguay,Dissatisfaction with Garbage Disposal,"69.53
High",High
Paraguay,Dirty and Untidy,"74.26
High",High
Paraguay,Noise and Light Pollution,"52.21
Moderate",Moderate
Paraguay,Water Pollution,"65.15
High",High
Paraguay,Dissatisfaction with Spending Time in the City,"50.69
Moderate",Moderate
Paraguay,Dissatisfaction with Green and Parks in the City,"53.79
Moderate",Moderate
Peru,Air Pollution,"76.21
High",High
Peru,Drinking Water Pollution and Inaccessibility,"61.62
High",High
Peru,Dissatisfaction with Garbage Disposal,"65.11
High",High
Peru,Dirty and Untidy,"71.40
High",High
Peru,Noise and Light Pollution,"67.03
High",High
Peru,Water Pollution,"75.91
High",High
Peru,Dissatisfaction with Spending Time in the City,"64.11
High",High
Peru,Dissatisfaction with Green and Parks in the City,"54.71
Moderate",Moderate
Philippines,Air Pollution,"63.89
High",High
Philippines,Drinking Water Pollution and Inaccessibility,"46.10
Moderate",Moderate
Philippines,Dissatisfaction with Garbage Disposal,"65.00
High",High
Philippines,Dirty and Untidy,"62.13
High",High
Philippines,Noise and Light Pollution,"59.33
Moderate",Moderate
Philippines,Water Pollution,"73.81
High",High
Philippines,Dissatisfaction with Spending Time in the City,"61.03
High",High
Philippines,Dissatisfaction with Green and Parks in the City,"54.55
Moderate",Moderate
Poland,Air Pollution,"60.35
High",High
Poland,Drinking Water Pollution and Inaccessibility,"30.37
Low",Low
Poland,Dissatisfaction with Garbage Disposal,"35.80
Low",Low
Poland,Dirty and Untidy,"37.36
Low",Low
Poland,Noise and Light Pollution,"46.61
Moderate",Moderate
Poland,Water Pollution,"35.24
Low",Low
Poland,Dissatisfaction with Spending Time in the City,"48.11
Moderate",Moderate
Poland,Dissatisfaction with Green and Parks in the City,"33.27
Low",Low
Portugal,Air Pollution,"23.78
Low",Low
Portugal,Drinking Water Pollution and Inaccessibility,"17.11
Very Low",Very Low
Portugal,Dissatisfaction with Garbage Disposal,"30.02
Low",Low
Portugal,Dirty and Untidy,"33.71
Low",Low
Portugal,Noise and Light Pollution,"36.62
Low",Low
Portugal,Water Pollution,"27.66
Low",Low
Portugal,Dissatisfaction with Spending Time in the City,"17.54
Very Low",Very Low
Portugal,Dissatisfaction with Green and Parks in the City,"27.54
Low",Low
Puerto_Rico,Air Pollution,"34.56
Low",Low
Puerto_Rico,Drinking Water Pollution and Inaccessibility,"31.60
Low",Low
Puerto_Rico,Dissatisfaction with Garbage Disposal,"38.24
Low",Low
Puerto_Rico,Dirty and Untidy,"53.52
Moderate",Moderate
Puerto_Rico,Noise and Light Pollution,"53.31
Moderate",Moderate
Puerto_Rico,Water Pollution,"53.21
Moderate",Moderate
Puerto_Rico,Dissatisfaction with Spending Time in the City,"39.79
Low",Low
Puerto_Rico,Dissatisfaction with Green and Parks in the City,"57.75
Moderate",Moderate
Qatar,Air Pollution,"63.22
High",High
Qatar,Drinking Water Pollution and Inaccessibility,"35.74
Low",Low
Qatar,Dissatisfaction with Garbage Disposal,"32.81
Low",Low
Qatar,Dirty and Untidy,"31.94
Low",Low
Qatar,Noise and Light Pollution,"55.38
Moderate",Moderate
Qatar,Water Pollution,"44.50
Moderate",Moderate
Qatar,Dissatisfaction with Spending Time in the City,"49.33
Moderate",Moderate
Qatar,Dissatisfaction with Green and Parks in the City,"48.25
Moderate",Moderate
Republic_of_the_Congo,Air Pollution,"62.50
High",High
Republic_of_the_Congo,Drinking Water Pollution and Inaccessibility,"87.50
Very High",Very High
Republic_of_the_Congo,Dissatisfaction with Garbage Disposal,"100.00
Very High",Very High
Republic_of_the_Congo,Dirty and Untidy,"75.00
High",High
Republic_of_the_Congo,Noise and Light Pollution,"87.50
Very High",Very High
Republic_of_the_Congo,Water Pollution,"62.50
High",High
Republic_of_the_Congo,Dissatisfaction with Spending Time in the City,"50.00
Moderate",Moderate
Republic_of_the_Congo,Dissatisfaction with Green and Parks in the City,"25.00
Low",Low
Reunion,Air Pollution,"20.00
Low",Low
Reunion,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Reunion,Dissatisfaction with Garbage Disposal,"56.25
Moderate",Moderate
Reunion,Dirty and Untidy,"43.75
Moderate",Moderate
Reunion,Noise and Light Pollution,"12.50
Very Low",Very Low
Reunion,Water Pollution,"25.00
Low",Low
Reunion,Dissatisfaction with Spending Time in the City,"20.00
Low",Low
Reunion,Dissatisfaction with Green and Parks in the City,"31.25
Low",Low
Romania,Air Pollution,"56.47
Moderate",Moderate
Romania,Drinking Water Pollution and Inaccessibility,"37.85
Low",Low
Romania,Dissatisfaction with Garbage Disposal,"54.44
Moderate",Moderate
Romania,Dirty and Untidy,"52.00
Moderate",Moderate
Romania,Noise and Light Pollution,"46.09
Moderate",Moderate
Romania,Water Pollution,"45.75
Moderate",Moderate
Romania,Dissatisfaction with Spending Time in the City,"44.92
Moderate",Moderate
Romania,Dissatisfaction with Green and Parks in the City,"46.95
Moderate",Moderate
Russia,Air Pollution,"56.50
Moderate",Moderate
Russia,Drinking Water Pollution and Inaccessibility,"41.82
Moderate",Moderate
Russia,Dissatisfaction with Garbage Disposal,"51.03
Moderate",Moderate
Russia,Dirty and Untidy,"47.09
Moderate",Moderate
Russia,Noise and Light Pollution,"47.77
Moderate",Moderate
Russia,Water Pollution,"50.27
Moderate",Moderate
Russia,Dissatisfaction with Spending Time in the City,"45.48
Moderate",Moderate
Russia,Dissatisfaction with Green and Parks in the City,"37.51
Low",Low
Rwanda,Air Pollution,"38.33
Low",Low
Rwanda,Drinking Water Pollution and Inaccessibility,"34.62
Low",Low
Rwanda,Dissatisfaction with Garbage Disposal,"20.00
Low",Low
Rwanda,Dirty and Untidy,"11.67
Very Low",Very Low
Rwanda,Noise and Light Pollution,"21.67
Low",Low
Rwanda,Water Pollution,"42.86
Moderate",Moderate
Rwanda,Dissatisfaction with Spending Time in the City,"28.57
Low",Low
Rwanda,Dissatisfaction with Green and Parks in the City,"35.00
Low",Low
Saint_Helena,Air Pollution,"0.00
Very Low",Very Low
Saint_Helena,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Saint_Helena,Dissatisfaction with Garbage Disposal,"25.00
Low",Low
Saint_Helena,Dirty and Untidy,"50.00
Moderate",Moderate
Saint_Helena,Noise and Light Pollution,"0.00
Very Low",Very Low
Saint_Helena,Water Pollution,"25.00
Low",Low
Saint_Helena,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
Saint_Helena,Dissatisfaction with Green and Parks in the City,"0.00
Very Low",Very Low
Saint_Kitts_And_Nevis,Air Pollution,"50.00
Moderate",Moderate
Saint_Kitts_And_Nevis,Drinking Water Pollution and Inaccessibility,"25.00
Low",Low
Saint_Kitts_And_Nevis,Dissatisfaction with Garbage Disposal,"25.00
Low",Low
Saint_Kitts_And_Nevis,Dirty and Untidy,"50.00
Moderate",Moderate
Saint_Kitts_And_Nevis,Noise and Light Pollution,"0.00
Very Low",Very Low
Saint_Kitts_And_Nevis,Water Pollution,"0.00
Very Low",Very Low
Saint_Kitts_And_Nevis,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
Saint_Kitts_And_Nevis,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Saint_Lucia,Air Pollution,"32.14
Low",Low
Saint_Lucia,Drinking Water Pollution and Inaccessibility,"29.17
Low",Low
Saint_Lucia,Dissatisfaction with Garbage Disposal,"70.83
High",High
Saint_Lucia,Dirty and Untidy,"78.57
High",High
Saint_Lucia,Noise and Light Pollution,"50.00
Moderate",Moderate
Saint_Lucia,Water Pollution,"42.86
Moderate",Moderate
Saint_Lucia,Dissatisfaction with Spending Time in the City,"32.14
Low",Low
Saint_Lucia,Dissatisfaction with Green and Parks in the City,"37.50
Low",Low
Saint_Vincent_And_The_Grenadines,Air Pollution,?,
Saint_Vincent_And_The_Grenadines,Drinking Water Pollution and Inaccessibility,?,
Saint_Vincent_And_The_Grenadines,Dissatisfaction with Garbage Disposal,?,
Saint_Vincent_And_The_Grenadines,Dirty and Untidy,?,
Saint_Vincent_And_The_Grenadines,Noise and Light Pollution,?,
Saint_Vincent_And_The_Grenadines,Water Pollution,?,
Saint_Vincent_And_The_Grenadines,Dissatisfaction with Spending Time in the City,?,
Saint_Vincent_And_The_Grenadines,Dissatisfaction with Green and Parks in the City,?,
Saint,Air Pollution,"50.00
Moderate",Moderate
Saint,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Saint,Dissatisfaction with Garbage Disposal,"100.00
Very High",Very High
Saint,Dirty and Untidy,"0.00
Very Low",Very Low
Saint,Noise and Light Pollution,"50.00
Moderate",Moderate
Saint,Water Pollution,"0.00
Very Low",Very Low
Saint,Dissatisfaction with Spending Time in the City,"75.00
High",High
Saint,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Samoa,Air Pollution,"29.17
Low",Low
Samoa,Drinking Water Pollution and Inaccessibility,"40.00
Moderate",Moderate
Samoa,Dissatisfaction with Garbage Disposal,"55.00
Moderate",Moderate
Samoa,Dirty and Untidy,"45.00
Moderate",Moderate
Samoa,Noise and Light Pollution,"20.00
Low",Low
Samoa,Water Pollution,"40.00
Moderate",Moderate
Samoa,Dissatisfaction with Spending Time in the City,"30.00
Low",Low
Samoa,Dissatisfaction with Green and Parks in the City,"35.00
Low",Low
San_Marino,Air Pollution,"6.82
Very Low",Very Low
San_Marino,Drinking Water Pollution and Inaccessibility,"0.00
Very Low",Very Low
San_Marino,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
San_Marino,Dirty and Untidy,"25.00
Low",Low
San_Marino,Noise and Light Pollution,"75.00
High",High
San_Marino,Water Pollution,"0.00
Very Low",Very Low
San_Marino,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
San_Marino,Dissatisfaction with Green and Parks in the City,"25.00
Low",Low
Sao_Tome_And_Principe,Air Pollution,"50.00
Moderate",Moderate
Sao_Tome_And_Principe,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Sao_Tome_And_Principe,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
Sao_Tome_And_Principe,Dirty and Untidy,"100.00
Very High",Very High
Sao_Tome_And_Principe,Noise and Light Pollution,"50.00
Moderate",Moderate
Sao_Tome_And_Principe,Water Pollution,"75.00
High",High
Sao_Tome_And_Principe,Dissatisfaction with Spending Time in the City,"75.00
High",High
Sao_Tome_And_Principe,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Saudi_Arabia,Air Pollution,"62.18
High",High
Saudi_Arabia,Drinking Water Pollution and Inaccessibility,"33.40
Low",Low
Saudi_Arabia,Dissatisfaction with Garbage Disposal,"48.68
Moderate",Moderate
Saudi_Arabia,Dirty and Untidy,"47.83
Moderate",Moderate
Saudi_Arabia,Noise and Light Pollution,"52.82
Moderate",Moderate
Saudi_Arabia,Water Pollution,"45.10
Moderate",Moderate
Saudi_Arabia,Dissatisfaction with Spending Time in the City,"50.97
Moderate",Moderate
Saudi_Arabia,Dissatisfaction with Green and Parks in the City,"62.18
High",High
Senegal,Air Pollution,"88.71
Very High",Very High
Senegal,Drinking Water Pollution and Inaccessibility,"70.37
High",High
Senegal,Dissatisfaction with Garbage Disposal,"82.41
Very High",Very High
Senegal,Dirty and Untidy,"83.33
Very High",Very High
Senegal,Noise and Light Pollution,"58.33
Moderate",Moderate
Senegal,Water Pollution,"80.56
Very High",Very High
Senegal,Dissatisfaction with Spending Time in the City,"78.57
High",High
Senegal,Dissatisfaction with Green and Parks in the City,"86.11
Very High",Very High
Serbia,Air Pollution,"66.20
High",High
Serbia,Drinking Water Pollution and Inaccessibility,"36.39
Low",Low
Serbia,Dissatisfaction with Garbage Disposal,"60.65
High",High
Serbia,Dirty and Untidy,"63.07
High",High
Serbia,Noise and Light Pollution,"50.80
Moderate",Moderate
Serbia,Water Pollution,"51.56
Moderate",Moderate
Serbia,Dissatisfaction with Spending Time in the City,"47.58
Moderate",Moderate
Serbia,Dissatisfaction with Green and Parks in the City,"45.88
Moderate",Moderate
Seychelles,Air Pollution,"23.53
Low",Low
Seychelles,Drinking Water Pollution and Inaccessibility,"36.76
Low",Low
Seychelles,Dissatisfaction with Garbage Disposal,"38.24
Low",Low
Seychelles,Dirty and Untidy,"36.76
Low",Low
Seychelles,Noise and Light Pollution,"35.29
Low",Low
Seychelles,Water Pollution,"36.76
Low",Low
Seychelles,Dissatisfaction with Spending Time in the City,"33.82
Low",Low
Seychelles,Dissatisfaction with Green and Parks in the City,"42.65
Moderate",Moderate
Sierra_Leone,Air Pollution,"87.50
Very High",Very High
Sierra_Leone,Drinking Water Pollution and Inaccessibility,"100.00
Very High",Very High
Sierra_Leone,Dissatisfaction with Garbage Disposal,"87.50
Very High",Very High
